"Index Name","Date","P/E","P/B","Div Yield %"
"NIFTY SMALLCAP 250","30 Aug 2017","120.93","2.14","0.53"
"NIFTY SMALLCAP 250","29 Aug 2017","119.19","2.11","0.54"
"NIFTY SMALLCAP 250","28 Aug 2017","120.72","2.14","0.53"
"NIFTY SMALLCAP 250","24 Aug 2017","116.46","2.11","0.54"
"NIFTY SMALLCAP 250","23 Aug 2017","112.47","2.10","0.55"
"NIFTY SMALLCAP 250","22 Aug 2017","111.05","2.07","0.56"
"NIFTY SMALLCAP 250","21 Aug 2017","109.92","2.08","0.55"
"NIFTY SMALLCAP 250","18 Aug 2017","105.52","2.11","0.55"
"NIFTY SMALLCAP 250","17 Aug 2017","106.63","2.12","0.54"
"NIFTY SMALLCAP 250","16 Aug 2017","105.95","2.11","0.55"
"NIFTY SMALLCAP 250","14 Aug 2017","104.56","2.08","0.55"
"NIFTY SMALLCAP 250","11 Aug 2017","102.07","2.03","0.57"
"NIFTY SMALLCAP 250","10 Aug 2017","102.23","2.04","0.57"
"NIFTY SMALLCAP 250","09 Aug 2017","106.39","2.12","0.55"
"NIFTY SMALLCAP 250","08 Aug 2017","108.48","2.15","0.54"
"NIFTY SMALLCAP 250","07 Aug 2017","110.09","2.19","0.53"
"NIFTY SMALLCAP 250","04 Aug 2017","114.10","2.17","0.53"
"NIFTY SMALLCAP 250","03 Aug 2017","115.43","2.17","0.53"
"NIFTY SMALLCAP 250","02 Aug 2017","116.70","2.19","0.53"
"NIFTY SMALLCAP 250","01 Aug 2017","116.48","2.20","0.53"
"NIFTY SMALLCAP 250","31 Jul 2017","117.96","2.20","0.53"
"NIFTY SMALLCAP 250","28 Jul 2017","118.12","2.20","0.53"
"NIFTY SMALLCAP 250","27 Jul 2017","109.85","2.19","0.54"
"NIFTY SMALLCAP 250","26 Jul 2017","111.68","2.21","0.54"
"NIFTY SMALLCAP 250","25 Jul 2017","111.00","2.20","0.54"
"NIFTY SMALLCAP 250","24 Jul 2017","110.96","2.20","0.54"
"NIFTY SMALLCAP 250","21 Jul 2017","110.79","2.20","0.54"
"NIFTY SMALLCAP 250","20 Jul 2017","110.49","2.20","0.54"
"NIFTY SMALLCAP 250","19 Jul 2017","110.38","2.20","0.54"
"NIFTY SMALLCAP 250","18 Jul 2017","109.20","2.18","0.57"
"NIFTY SMALLCAP 250","17 Jul 2017","109.85","2.22","0.61"
"NIFTY SMALLCAP 250","14 Jul 2017","110.37","2.21","0.61"
"NIFTY SMALLCAP 250","13 Jul 2017","110.83","2.22","0.61"
"NIFTY SMALLCAP 250","12 Jul 2017","110.39","2.21","0.61"
"NIFTY SMALLCAP 250","11 Jul 2017","109.48","2.20","0.62"
"NIFTY SMALLCAP 250","10 Jul 2017","110.33","2.21","0.61"
"NIFTY SMALLCAP 250","07 Jul 2017","110.35","2.20","0.62"
"NIFTY SMALLCAP 250","06 Jul 2017","110.01","2.20","0.62"
"NIFTY SMALLCAP 250","05 Jul 2017","109.61","2.19","0.62"
"NIFTY SMALLCAP 250","04 Jul 2017","108.39","2.17","0.63"
"NIFTY SMALLCAP 250","03 Jul 2017","108.48","2.17","0.63"
"NIFTY SMALLCAP 250","30 Jun 2017","107.21","2.14","0.63"
"NIFTY SMALLCAP 250","29 Jun 2017","106.82","2.15","0.66"
"NIFTY SMALLCAP 250","28 Jun 2017","105.77","2.13","0.67"
"NIFTY SMALLCAP 250","27 Jun 2017","105.59","2.12","0.67"
"NIFTY SMALLCAP 250","23 Jun 2017","107.47","2.16","0.66"
"NIFTY SMALLCAP 250","22 Jun 2017","106.67","2.20","0.65"
"NIFTY SMALLCAP 250","21 Jun 2017","107.40","2.21","0.65"
"NIFTY SMALLCAP 250","20 Jun 2017","107.49","2.21","0.65"
"NIFTY SMALLCAP 250","19 Jun 2017","107.68","2.21","0.65"
"NIFTY SMALLCAP 250","16 Jun 2017","93.77","2.21","0.65"
"NIFTY SMALLCAP 250","15 Jun 2017","87.80","2.20","0.67"
"NIFTY SMALLCAP 250","14 Jun 2017","89.22","2.19","0.67"
"NIFTY SMALLCAP 250","13 Jun 2017","88.42","2.19","0.67"
"NIFTY SMALLCAP 250","12 Jun 2017","90.30","2.18","0.67"
"NIFTY SMALLCAP 250","09 Jun 2017","90.44","2.19","0.67"
"NIFTY SMALLCAP 250","08 Jun 2017","89.06","2.18","0.67"
"NIFTY SMALLCAP 250","07 Jun 2017","86.56","2.17","0.67"
"NIFTY SMALLCAP 250","06 Jun 2017","86.62","2.16","0.68"
"NIFTY SMALLCAP 250","05 Jun 2017","87.76","2.18","0.67"
"NIFTY SMALLCAP 250","02 Jun 2017","88.39","2.17","0.68"
"NIFTY SMALLCAP 250","01 Jun 2017","86.71","2.15","0.68"
"NIFTY SMALLCAP 250","31 May 2017","85.93","2.13","0.69"
"NIFTY SMALLCAP 250","30 May 2017","84.85","2.11","0.70"
"NIFTY SMALLCAP 250","29 May 2017","105.20","2.10","0.70"
"NIFTY SMALLCAP 250","26 May 2017","118.32","2.14","0.69"
"NIFTY SMALLCAP 250","25 May 2017","116.31","2.10","0.70"
"NIFTY SMALLCAP 250","24 May 2017","111.29","2.06","0.72"
"NIFTY SMALLCAP 250","23 May 2017","115.80","2.09","0.71"
"NIFTY SMALLCAP 250","22 May 2017","119.45","2.14","0.69"
"NIFTY SMALLCAP 250","19 May 2017","121.05","2.17","0.68"
"NIFTY SMALLCAP 250","18 May 2017","122.06","2.19","0.68"
"NIFTY SMALLCAP 250","17 May 2017","125.12","2.23","0.66"
"NIFTY SMALLCAP 250","16 May 2017","110.91","2.24","0.66"
"NIFTY SMALLCAP 250","15 May 2017","109.84","2.22","0.67"
"NIFTY SMALLCAP 250","12 May 2017","108.92","2.20","0.67"
"NIFTY SMALLCAP 250","11 May 2017","108.74","2.21","0.67"
"NIFTY SMALLCAP 250","10 May 2017","108.88","2.22","0.67"
"NIFTY SMALLCAP 250","09 May 2017","108.00","2.20","0.67"
"NIFTY SMALLCAP 250","08 May 2017","107.35","2.19","0.68"
"NIFTY SMALLCAP 250","05 May 2017","106.40","2.17","0.68"
"NIFTY SMALLCAP 250","04 May 2017","107.60","2.19","0.67"
"NIFTY SMALLCAP 250","03 May 2017","107.25","2.18","0.68"
"NIFTY SMALLCAP 250","02 May 2017","107.00","2.18","0.68"
"NIFTY SMALLCAP 250","28 Apr 2017","106.67","2.17","0.68"
"NIFTY SMALLCAP 250","27 Apr 2017","105.98","2.16","0.69"
"NIFTY SMALLCAP 250","26 Apr 2017","105.91","2.16","0.69"
"NIFTY SMALLCAP 250","25 Apr 2017","107.00","2.18","0.68"
"NIFTY SMALLCAP 250","24 Apr 2017","106.36","2.17","0.68"
"NIFTY SMALLCAP 250","21 Apr 2017","105.33","2.14","0.69"
"NIFTY SMALLCAP 250","20 Apr 2017","104.70","2.13","0.70"
"NIFTY SMALLCAP 250","19 Apr 2017","103.14","2.10","0.71"
"NIFTY SMALLCAP 250","18 Apr 2017","102.17","2.08","0.71"
"NIFTY SMALLCAP 250","17 Apr 2017","103.14","2.10","0.71"
"NIFTY SMALLCAP 250","13 Apr 2017","102.56","2.08","0.71"
"NIFTY SMALLCAP 250","12 Apr 2017","102.35","2.08","0.71"
"NIFTY SMALLCAP 250","11 Apr 2017","102.84","2.09","0.71"
"NIFTY SMALLCAP 250","10 Apr 2017","101.60","2.06","0.72"
"NIFTY SMALLCAP 250","07 Apr 2017","100.88","2.05","0.72"
"NIFTY SMALLCAP 250","06 Apr 2017","101.69","2.07","0.72"
"NIFTY SMALLCAP 250","05 Apr 2017","102.05","2.07","0.71"
"NIFTY SMALLCAP 250","03 Apr 2017","100.80","2.05","0.72"
"NIFTY SMALLCAP 250","31 Mar 2017","99.48","2.02","0.73"
"NIFTY SMALLCAP 250","30 Mar 2017","-","1.89","0.74"
"NIFTY SMALLCAP 250","29 Mar 2017","-","1.88","0.75"
"NIFTY SMALLCAP 250","28 Mar 2017","-","1.87","0.75"
"NIFTY SMALLCAP 250","27 Mar 2017","-","1.86","0.75"
"NIFTY SMALLCAP 250","24 Mar 2017","-","1.87","0.75"
"NIFTY SMALLCAP 250","23 Mar 2017","-","1.86","0.76"
"NIFTY SMALLCAP 250","22 Mar 2017","-","1.84","0.76"
"NIFTY SMALLCAP 250","21 Mar 2017","-","1.86","0.76"
"NIFTY SMALLCAP 250","20 Mar 2017","-","1.86","0.76"
"NIFTY SMALLCAP 250","17 Mar 2017","-","1.85","0.76"
"NIFTY SMALLCAP 250","16 Mar 2017","-","1.86","0.76"
"NIFTY SMALLCAP 250","15 Mar 2017","-","1.79","0.78"
"NIFTY SMALLCAP 250","14 Mar 2017","-","1.78","0.78"
"NIFTY SMALLCAP 250","10 Mar 2017","-","1.77","0.80"
"NIFTY SMALLCAP 250","09 Mar 2017","-","1.77","0.80"
"NIFTY SMALLCAP 250","08 Mar 2017","-","1.77","0.80"
"NIFTY SMALLCAP 250","07 Mar 2017","-","1.78","0.79"
"NIFTY SMALLCAP 250","06 Mar 2017","-","1.78","0.79"
"NIFTY SMALLCAP 250","03 Mar 2017","-","1.77","0.80"
"NIFTY SMALLCAP 250","02 Mar 2017","-","1.77","0.80"
"NIFTY SMALLCAP 250","01 Mar 2017","-","1.79","0.79"
"NIFTY SMALLCAP 250","28 Feb 2017","-","1.78","0.80"
"NIFTY SMALLCAP 250","27 Feb 2017","-","1.76","0.80"
"NIFTY SMALLCAP 250","23 Feb 2017","-","1.75","0.81"
"NIFTY SMALLCAP 250","22 Feb 2017","-","1.75","0.81"
"NIFTY SMALLCAP 250","21 Feb 2017","-","1.76","0.80"
"NIFTY SMALLCAP 250","20 Feb 2017","-","1.75","0.81"
"NIFTY SMALLCAP 250","17 Feb 2017","-","1.74","0.81"
"NIFTY SMALLCAP 250","16 Feb 2017","-","1.72","0.82"
"NIFTY SMALLCAP 250","15 Feb 2017","-","1.70","0.83"
"NIFTY SMALLCAP 250","14 Feb 2017","-","1.73","0.82"
"NIFTY SMALLCAP 250","13 Feb 2017","-","1.74","0.81"
"NIFTY SMALLCAP 250","10 Feb 2017","-","1.76","0.80"
"NIFTY SMALLCAP 250","09 Feb 2017","-","1.76","0.79"
"NIFTY SMALLCAP 250","08 Feb 2017","-","1.76","0.80"
"NIFTY SMALLCAP 250","07 Feb 2017","-","1.75","0.80"
"NIFTY SMALLCAP 250","06 Feb 2017","-","1.75","0.80"
"NIFTY SMALLCAP 250","03 Feb 2017","-","1.73","0.81"
"NIFTY SMALLCAP 250","02 Feb 2017","-","1.71","0.82"
"NIFTY SMALLCAP 250","01 Feb 2017","-","1.69","0.83"
"NIFTY SMALLCAP 250","31 Jan 2017","-","1.66","0.84"
"NIFTY SMALLCAP 250","30 Jan 2017","-","1.68","0.83"
"NIFTY SMALLCAP 250","27 Jan 2017","-","1.68","0.83"
"NIFTY SMALLCAP 250","25 Jan 2017","-","1.67","0.84"
"NIFTY SMALLCAP 250","24 Jan 2017","-","1.65","0.85"
"NIFTY SMALLCAP 250","23 Jan 2017","-","1.64","0.85"
"NIFTY SMALLCAP 250","20 Jan 2017","-","1.62","0.86"
"NIFTY SMALLCAP 250","19 Jan 2017","-","1.65","0.85"
"NIFTY SMALLCAP 250","18 Jan 2017","-","1.64","0.85"
"NIFTY SMALLCAP 250","17 Jan 2017","-","1.64","0.86"
"NIFTY SMALLCAP 250","16 Jan 2017","-","1.63","0.86"
"NIFTY SMALLCAP 250","13 Jan 2017","-","1.62","0.86"
"NIFTY SMALLCAP 250","12 Jan 2017","-","1.62","0.86"
"NIFTY SMALLCAP 250","11 Jan 2017","-","1.62","0.86"
"NIFTY SMALLCAP 250","10 Jan 2017","-","1.61","0.87"
"NIFTY SMALLCAP 250","09 Jan 2017","-","1.59","0.88"
"NIFTY SMALLCAP 250","06 Jan 2017","-","1.58","0.88"
"NIFTY SMALLCAP 250","05 Jan 2017","-","1.59","0.88"
"NIFTY SMALLCAP 250","04 Jan 2017","-","1.58","0.89"
"NIFTY SMALLCAP 250","03 Jan 2017","-","1.57","0.89"
"NIFTY SMALLCAP 250","02 Jan 2017","-","1.55","0.90"
"NIFTY SMALLCAP 250","30 Dec 2016","-","1.53","0.92"
"NIFTY SMALLCAP 250","29 Dec 2016","-","1.51","0.93"
"NIFTY SMALLCAP 250","28 Dec 2016","-","1.50","0.93"
"NIFTY SMALLCAP 250","27 Dec 2016","-","1.49","0.94"
"NIFTY SMALLCAP 250","26 Dec 2016","-","1.46","0.95"
"NIFTY SMALLCAP 250","23 Dec 2016","-","1.50","0.93"
"NIFTY SMALLCAP 250","22 Dec 2016","-","1.50","0.93"
"NIFTY SMALLCAP 250","21 Dec 2016","-","1.52","0.92"
"NIFTY SMALLCAP 250","20 Dec 2016","-","1.52","0.92"
"NIFTY SMALLCAP 250","19 Dec 2016","-","1.53","0.91"
"NIFTY SMALLCAP 250","16 Dec 2016","-","1.54","0.91"
"NIFTY SMALLCAP 250","15 Dec 2016","-","1.54","0.91"
"NIFTY SMALLCAP 250","14 Dec 2016","-","1.54","0.91"
"NIFTY SMALLCAP 250","13 Dec 2016","-","1.55","0.90"
"NIFTY SMALLCAP 250","12 Dec 2016","-","1.55","0.90"
"NIFTY SMALLCAP 250","09 Dec 2016","-","1.56","0.89"
"NIFTY SMALLCAP 250","08 Dec 2016","-","1.55","0.90"
"NIFTY SMALLCAP 250","07 Dec 2016","-","1.54","0.91"
"NIFTY SMALLCAP 250","06 Dec 2016","-","1.54","0.91"
"NIFTY SMALLCAP 250","05 Dec 2016","-","1.54","0.91"
"NIFTY SMALLCAP 250","02 Dec 2016","-","1.54","0.91"
"NIFTY SMALLCAP 250","01 Dec 2016","-","1.56","0.90"
"NIFTY SMALLCAP 250","30 Nov 2016","-","1.57","0.89"
"NIFTY SMALLCAP 250","29 Nov 2016","-","1.55","0.90"
"NIFTY SMALLCAP 250","28 Nov 2016","-","1.54","0.91"
"NIFTY SMALLCAP 250","25 Nov 2016","-","1.52","0.92"
"NIFTY SMALLCAP 250","24 Nov 2016","-","1.49","0.94"
"NIFTY SMALLCAP 250","23 Nov 2016","-","1.49","0.94"
"NIFTY SMALLCAP 250","22 Nov 2016","-","1.46","0.95"
"NIFTY SMALLCAP 250","21 Nov 2016","-","1.45","0.96"
"NIFTY SMALLCAP 250","18 Nov 2016","-","1.50","0.93"
"NIFTY SMALLCAP 250","17 Nov 2016","-","1.49","0.93"
"NIFTY SMALLCAP 250","16 Nov 2016","-","1.50","0.93"
"NIFTY SMALLCAP 250","15 Nov 2016","-","1.50","0.93"
"NIFTY SMALLCAP 250","11 Nov 2016","-","1.57","0.88"
"NIFTY SMALLCAP 250","10 Nov 2016","-","1.63","0.85"
"NIFTY SMALLCAP 250","09 Nov 2016","-","1.61","0.87"
"NIFTY SMALLCAP 250","08 Nov 2016","-","1.65","0.84"
"NIFTY SMALLCAP 250","07 Nov 2016","-","1.65","0.84"
"NIFTY SMALLCAP 250","04 Nov 2016","-","1.63","0.85"
"NIFTY SMALLCAP 250","03 Nov 2016","-","1.66","0.84"
"NIFTY SMALLCAP 250","02 Nov 2016","-","1.68","0.83"
"NIFTY SMALLCAP 250","01 Nov 2016","-","1.71","0.81"
"NIFTY SMALLCAP 250","30 Oct 2016","-","1.71","0.81"
"NIFTY SMALLCAP 250","28 Oct 2016","-","1.70","0.82"
"NIFTY SMALLCAP 250","27 Oct 2016","-","1.69","0.82"
"NIFTY SMALLCAP 250","26 Oct 2016","-","1.70","0.82"
"NIFTY SMALLCAP 250","25 Oct 2016","-","1.72","0.81"
"NIFTY SMALLCAP 250","24 Oct 2016","-","1.72","0.81"
"NIFTY SMALLCAP 250","21 Oct 2016","-","1.70","0.82"
"NIFTY SMALLCAP 250","20 Oct 2016","-","1.70","0.82"
"NIFTY SMALLCAP 250","19 Oct 2016","6169.87","1.67","0.84"
"NIFTY SMALLCAP 250","18 Oct 2016","-","1.66","0.84"
"NIFTY SMALLCAP 250","17 Oct 2016","-","1.64","0.85"
"NIFTY SMALLCAP 250","14 Oct 2016","6101.18","1.64","0.85"
"NIFTY SMALLCAP 250","13 Oct 2016","6577.30","1.63","0.85"
"NIFTY SMALLCAP 250","10 Oct 2016","-","1.64","0.84"
"NIFTY SMALLCAP 250","07 Oct 2016","-","1.63","0.84"
"NIFTY SMALLCAP 250","06 Oct 2016","-","1.64","0.84"
"NIFTY SMALLCAP 250","05 Oct 2016","34089.55","1.65","0.84"
"NIFTY SMALLCAP 250","04 Oct 2016","-","1.63","0.84"
"NIFTY SMALLCAP 250","03 Oct 2016","-","1.62","0.85"
"NIFTY SMALLCAP 250","30 Sep 2016","-","1.58","0.87"
"NIFTY SMALLCAP 250","29 Sep 2016","-","1.56","0.98"
"NIFTY SMALLCAP 250","28 Sep 2016","-","1.63","0.94"
"NIFTY SMALLCAP 250","27 Sep 2016","-","1.62","0.95"
"NIFTY SMALLCAP 250","26 Sep 2016","-","1.62","0.94"
"NIFTY SMALLCAP 250","23 Sep 2016","-","1.63","0.93"
"NIFTY SMALLCAP 250","22 Sep 2016","-","1.64","0.93"
"NIFTY SMALLCAP 250","21 Sep 2016","-","1.62","0.94"
"NIFTY SMALLCAP 250","20 Sep 2016","-","1.62","0.94"
"NIFTY SMALLCAP 250","19 Sep 2016","-","1.62","0.94"
"NIFTY SMALLCAP 250","16 Sep 2016","-","1.60","0.94"
"NIFTY SMALLCAP 250","15 Sep 2016","-","1.60","1.00"
"NIFTY SMALLCAP 250","14 Sep 2016","-","1.59","1.00"
"NIFTY SMALLCAP 250","12 Sep 2016","-","1.57","1.02"
"NIFTY SMALLCAP 250","09 Sep 2016","-","1.62","0.99"
"NIFTY SMALLCAP 250","08 Sep 2016","-","1.62","0.98"
"NIFTY SMALLCAP 250","07 Sep 2016","-","1.60","0.99"
"NIFTY SMALLCAP 250","06 Sep 2016","-","1.60","1.00"
"NIFTY SMALLCAP 250","02 Sep 2016","-","1.58","1.01"
"NIFTY SMALLCAP 250","01 Sep 2016","-","1.57","1.01"
"NIFTY SMALLCAP 250","31 Aug 2016","-","1.59","1.00"
"NIFTY SMALLCAP 250","30 Aug 2016","-","1.58","1.01"
"NIFTY SMALLCAP 250","29 Aug 2016","-","1.57","1.01"
"NIFTY SMALLCAP 250","26 Aug 2016","-","1.57","1.02"
"NIFTY SMALLCAP 250","25 Aug 2016","-","1.58","1.02"
"NIFTY SMALLCAP 250","24 Aug 2016","-","1.58","1.02"
"NIFTY SMALLCAP 250","23 Aug 2016","-","1.57","1.02"
"NIFTY SMALLCAP 250","22 Aug 2016","38546.16","1.57","1.02"
"NIFTY SMALLCAP 250","19 Aug 2016","38573.37","1.57","1.02"
"NIFTY SMALLCAP 250","18 Aug 2016","38361.13","1.57","1.02"
"NIFTY SMALLCAP 250","17 Aug 2016","37880.65","1.55","1.04"
"NIFTY SMALLCAP 250","16 Aug 2016","37548.45","1.54","1.05"
"NIFTY SMALLCAP 250","12 Aug 2016","37546.59","1.54","1.05"
"NIFTY SMALLCAP 250","11 Aug 2016","37561.85","1.53","1.05"
"NIFTY SMALLCAP 250","10 Aug 2016","37617.81","1.54","1.01"
"NIFTY SMALLCAP 250","09 Aug 2016","38101.95","1.56","0.99"
"NIFTY SMALLCAP 250","08 Aug 2016","38241.95","1.57","0.99"
"NIFTY SMALLCAP 250","05 Aug 2016","44505.58","1.55","1.00"
"NIFTY SMALLCAP 250","04 Aug 2016","43843.54","1.53","1.01"
"NIFTY SMALLCAP 250","03 Aug 2016","43740.36","1.53","1.02"
"NIFTY SMALLCAP 250","02 Aug 2016","44218.93","1.54","1.01"
"NIFTY SMALLCAP 250","01 Aug 2016","44633.67","1.56","1.00"
"NIFTY SMALLCAP 250","29 Jul 2016","44692.09","1.56","0.99"
"NIFTY SMALLCAP 250","28 Jul 2016","44711.18","1.57","0.99"
"NIFTY SMALLCAP 250","27 Jul 2016","2158.90","1.56","1.00"
"NIFTY SMALLCAP 250","26 Jul 2016","2149.61","1.56","1.00"
"NIFTY SMALLCAP 250","25 Jul 2016","2161.35","1.58","1.01"
"NIFTY SMALLCAP 250","22 Jul 2016","1543.21","1.57","0.99"
"NIFTY SMALLCAP 250","21 Jul 2016","1537.08","1.56","0.99"
"NIFTY SMALLCAP 250","20 Jul 2016","1538.33","1.56","0.99"
"NIFTY SMALLCAP 250","19 Jul 2016","1523.91","1.55","1.00"
"NIFTY SMALLCAP 250","18 Jul 2016","1524.03","1.55","1.00"
"NIFTY SMALLCAP 250","15 Jul 2016","1530.54","1.56","0.99"
"NIFTY SMALLCAP 250","14 Jul 2016","1658.92","1.57","0.99"
"NIFTY SMALLCAP 250","13 Jul 2016","1637.77","1.55","0.99"
"NIFTY SMALLCAP 250","12 Jul 2016","1653.22","1.57","0.99"
"NIFTY SMALLCAP 250","11 Jul 2016","2030.86","1.57","0.99"
"NIFTY SMALLCAP 250","08 Jul 2016","2014.01","1.55","0.99"
"NIFTY SMALLCAP 250","07 Jul 2016","2023.90","1.56","0.99"
"NIFTY SMALLCAP 250","05 Jul 2016","2021.53","1.56","0.99"
"NIFTY SMALLCAP 250","04 Jul 2016","2017.29","1.56","0.99"
"NIFTY SMALLCAP 250","01 Jul 2016","1994.24","1.54","1.00"
"NIFTY SMALLCAP 250","30 Jun 2016","1979.15","1.53","1.01"
"NIFTY SMALLCAP 250","29 Jun 2016","1958.26","1.51","1.02"
"NIFTY SMALLCAP 250","28 Jun 2016","1926.39","1.49","1.04"
"NIFTY SMALLCAP 250","27 Jun 2016","5394.00","1.48","1.05"
"NIFTY SMALLCAP 250","24 Jun 2016","5284.67","1.45","1.07"
"NIFTY SMALLCAP 250","23 Jun 2016","5382.84","1.47","1.08"
"NIFTY SMALLCAP 250","22 Jun 2016","5392.86","1.48","1.08"
"NIFTY SMALLCAP 250","21 Jun 2016","5424.94","1.49","1.07"
"NIFTY SMALLCAP 250","20 Jun 2016","5407.02","1.48","1.08"
"NIFTY SMALLCAP 250","17 Jun 2016","5396.91","1.48","1.08"
"NIFTY SMALLCAP 250","16 Jun 2016","5358.36","1.47","1.10"
"NIFTY SMALLCAP 250","15 Jun 2016","5378.34","1.48","1.09"
"NIFTY SMALLCAP 250","14 Jun 2016","6277.06","1.46","1.10"
"NIFTY SMALLCAP 250","13 Jun 2016","6239.42","1.45","1.11"
"NIFTY SMALLCAP 250","10 Jun 2016","3241.32","1.45","1.11"
"NIFTY SMALLCAP 250","09 Jun 2016","3239.64","1.45","1.12"
"NIFTY SMALLCAP 250","08 Jun 2016","3236.47","1.45","1.12"
"NIFTY SMALLCAP 250","07 Jun 2016","3202.45","1.44","1.14"
"NIFTY SMALLCAP 250","06 Jun 2016","-","1.43","1.15"
"NIFTY SMALLCAP 250","03 Jun 2016","-","1.42","1.15"
"NIFTY SMALLCAP 250","02 Jun 2016","-","1.43","1.15"
"NIFTY SMALLCAP 250","01 Jun 2016","306.59","1.42","1.15"
"NIFTY SMALLCAP 250","31 May 2016","109.07","1.42","1.15"
"NIFTY SMALLCAP 250","30 May 2016","113.22","1.42","1.15"
"NIFTY SMALLCAP 250","27 May 2016","79.72","1.41","1.16"
"NIFTY SMALLCAP 250","26 May 2016","94.70","1.41","1.16"
"NIFTY SMALLCAP 250","25 May 2016","94.55","1.40","1.17"
"NIFTY SMALLCAP 250","24 May 2016","90.29","1.38","1.18"
"NIFTY SMALLCAP 250","23 May 2016","89.59","1.40","1.17"
"NIFTY SMALLCAP 250","20 May 2016","89.46","1.40","1.16"
"NIFTY SMALLCAP 250","19 May 2016","89.81","1.42","1.15"
"NIFTY SMALLCAP 250","18 May 2016","87.51","1.44","1.14"
"NIFTY SMALLCAP 250","17 May 2016","90.33","1.43","1.14"
"NIFTY SMALLCAP 250","16 May 2016","92.24","1.43","1.15"
"NIFTY SMALLCAP 250","13 May 2016","95.08","1.43","1.14"
"NIFTY SMALLCAP 250","12 May 2016","96.24","1.43","1.14"
"NIFTY SMALLCAP 250","11 May 2016","95.32","1.42","1.15"
"NIFTY SMALLCAP 250","10 May 2016","92.60","1.42","1.15"
"NIFTY SMALLCAP 250","09 May 2016","92.49","1.42","1.15"
"NIFTY SMALLCAP 250","06 May 2016","91.62","1.40","1.17"
"NIFTY SMALLCAP 250","05 May 2016","90.80","1.40","1.17"
"NIFTY SMALLCAP 250","04 May 2016","91.97","1.40","1.17"
"NIFTY SMALLCAP 250","03 May 2016","93.18","1.42","1.15"
"NIFTY SMALLCAP 250","02 May 2016","93.32","1.42","1.15"
"NIFTY SMALLCAP 250","29 Apr 2016","93.33","1.42","1.16"
"NIFTY SMALLCAP 250","28 Apr 2016","90.17","1.41","1.15"
"NIFTY SMALLCAP 250","27 Apr 2016","91.16","1.42","1.14"
"NIFTY SMALLCAP 250","26 Apr 2016","90.94","1.42","1.14"
"NIFTY SMALLCAP 250","25 Apr 2016","90.51","1.41","1.15"
"NIFTY SMALLCAP 250","22 Apr 2016","86.20","1.42","1.14"
"NIFTY SMALLCAP 250","21 Apr 2016","87.40","1.42","1.14"
"NIFTY SMALLCAP 250","20 Apr 2016","92.89","1.42","1.14"
"NIFTY SMALLCAP 250","18 Apr 2016","91.19","1.41","1.15"
"NIFTY SMALLCAP 250","13 Apr 2016","85.13","1.40","1.16"
"NIFTY SMALLCAP 250","12 Apr 2016","84.22","1.38","1.17"
"NIFTY SMALLCAP 250","11 Apr 2016","83.34","1.37","1.18"
"NIFTY SMALLCAP 250","08 Apr 2016","82.76","1.36","1.19"
"NIFTY SMALLCAP 250","07 Apr 2016","82.10","1.35","1.20"
"NIFTY SMALLCAP 250","06 Apr 2016","82.37","1.35","1.20"
"NIFTY SMALLCAP 250","05 Apr 2016","81.38","1.34","1.21"
"NIFTY SMALLCAP 250","04 Apr 2016","82.83","1.36","1.19"
"NIFTY SMALLCAP 250","01 Apr 2016","86.86","1.35","1.20"
